OBJECTID,FID,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90
201,200,2500,1000000,806.225769,2192.07666,1385.850891,1521.82646,288.1819863,3804566.151,1540.129883,1896.280603
202,201,2500,1000000,441.8144531,1615.549438,1173.734985,1029.997759,284.0393947,2574994.397,1029.562988,1414.340845
203,202,2500,1000000,440,1691.981079,1251.981079,1065.64619,284.0672397,2664115.475,1075.732178,1431.237244
204,203,2500,1000000,1037.882446,2388.053711,1350.171265,1730.187169,287.8408535,4325467.922,1740.919312,2103.806152
205,204,2500,1000000,1640,2500.719971,860.7199707,2105.139108,211.4015352,5262847.771,2138.924927,2360.084717
206,205,2500,1000000,640,1834.121094,1194.121094,1224.368594,284.0872093,3060921.485,1227.436279,1601.124634
207,206,2500,1000000,0,1060.188721,1060.188721,490.3568392,258.6288668,1225892.098,509.5094147,828.830426
208,207,800,320000,120,993.1766968,873.1766968,529.971077,226.109835,423976.8616,503.1873169,859.0692749
209,208,300,120000,0,501.5974426,501.5974426,145.3411788,155.884385,43602.35363,84.85281372,398.8966705
210,209,2500,1000000,0,538.5164795,538.5164795,124.2140033,150.6280229,310535.0083,44.72135925,373.8443359
211,210,2500,1000000,0,871.3208618,871.3208618,373.5715532,226.053035,933928.8831,367.1511841,689.7245239
212,211,2500,1000000,740,1791.200684,1051.200684,1248.524812,267.5728508,3121312.03,1261.427734,1606.225317
213,212,2500,1000000,1320,2492.308105,1172.308105,1863.314152,269.5989056,4658285.38,1851.647888,2241.222852
214,213,2500,1000000,1641.950073,3014.23291,1372.282837,2342.062939,288.3573867,5855157.348,2351.892822,2722.60896
215,214,2500,1000000,2344.013672,3144.137451,800.1237793,2725.476883,182.6667697,6813692.207,2731.263428,2969.848389
216,215,2500,1000000,1360,2493.030273,1133.030273,1908.857647,286.311845,4772144.117,1908.874023,2300.008691
217,216,2500,1000000,360,1592.231079,1232.231079,967.1228755,284.4695826,2417807.189,973.652832,1340.014929
218,217,2500,1000000,0,777.9459839,777.9459839,239.5862278,188.0868934,598965.5696,212.6029205,505.9644165
219,218,2500,1000000,0,1047.091187,1047.091187,513.2466107,257.9156381,1283116.527,501.3980103,871.5042969
220,219,2500,1000000,940,1984.036255,1044.036255,1455.288786,284.6445947,3638221.965,1455.815918,1848.350586
221,220,2500,1000000,1861.182373,2673.200439,812.0180664,2258.666271,175.5483736,5646665.677,2263.183594,2491.658154
222,221,2500,1000000,1088.117676,2466.57666,1378.458984,1799.250576,288.266123,4498126.44,1815.709229,2175.242407
223,222,2500,1000000,880,1960.612183,1080.612183,1403.229513,284.7365933,3508073.783,1402.069885,1796.485449
224,223,1020,408000,923.4717407,1873.606201,950.1344604,1419.999249,232.5337262,1448399.234,1432.828979,1718.13855
225,224,300,120000,0,700.2856445,700.2856445,254.3861903,233.8425391,76315.85709,210.4987564,602.2999268
226,225,2500,1000000,0,793.2212524,793.2212524,267.5497554,219.2872285,668874.3884,243.7208099,583.0952148
227,226,2500,1000000,233.2380829,1542.076538,1308.838455,849.7226146,280.5009036,2124306.536,840.2380371,1237.093384
228,227,2500,1000000,898.8881836,2271.387207,1372.499023,1601.627604,288.523782,4004069.01,1612.451538,1980.404053
229,228,2500,1000000,1816.039673,3104.706055,1288.666382,2456.405322,283.6839546,6141013.305,2460.325195,2841.928882
230,229,2500,1000000,2518.491699,3726.070313,1207.578613,3156.815976,270.0019654,7892039.94,3149.920654,3527.56582
231,230,2500,1000000,2363.048828,3516.475586,1153.426758,2924.099525,282.5686125,7310248.812,2929.470947,3301.242212
232,231,2500,1000000,1365.283813,2585.652832,1220.369019,1968.658734,287.3026047,4921646.836,1969.771606,2350.378662
233,232,2500,1000000,379.4733276,1716.041992,1336.568665,1070.120619,286.5691182,2675301.548,1087.841858,1437.358643
234,233,2500,1000000,40,1183.38501,1143.38501,606.7954608,271.4354239,1516988.652,601.6643677,980.815979
235,234,2500,1000000,312.4099731,1692.572021,1380.162048,1014.682139,287.9788784,2536705.348,1029.562988,1390.539429
236,235,2500,1000000,1074.243896,2413.462158,1339.218262,1756.143654,287.5890492,4390359.136,1764.652954,2132.256934
237,236,2500,1000000,2008.482056,2922.190918,913.7088623,2548.627528,198.8071837,6371568.82,2577.789795,2791.200439
238,237,2500,1000000,1824.719116,2814.391602,989.6724854,2349.397797,198.2614414,5873494.492,2353.720459,2612.661377
239,238,2500,1000000,1316.054688,2353.040527,1036.98584,1915.071276,209.1875802,4787678.19,1936.646606,2177.163281
240,239,2094,837600,782.3042603,1868.154175,1085.849915,1296.222936,252.7676448,2714290.828,1288.099365,1648.987573
241,240,1048,419200,60,877.2684937,817.2684937,459.6667112,209.4513627,481730.7133,438.8621063,766.5507202
242,241,988,395200,0,427.551178,427.551178,229.1712921,93.83394882,226421.2366,234.0939941,349.4566162
243,242,294,117600,28.28427124,349.2849731,321.0007019,174.2943383,69.07346372,51242.53547,170.2928543,272.0294189
244,243,300,120000,720,1538.440796,818.4407959,1177.965248,251.7972827,353389.5744,1200.083313,1490.717834
245,244,2500,1000000,640,1671.406616,1031.406616,1157.260737,278.5612774,2893151.842,1160.172363,1528.397827
246,245,2500,1000000,820.9750366,1902.629761,1081.654724,1479.006799,228.8346122,3697516.997,1536.880005,1736.45614
247,246,2500,1000000,1504.792358,2451.530029,946.7376709,1956.546077,208.4201553,4891365.193,1943.862122,2249.817822
248,247,2500,1000000,1821.318237,3136.367432,1315.049194,2493.116485,274.4856097,6232791.214,2491.345093,2863.627051
249,248,2500,1000000,2489.417725,3721.558838,1232.141113,3186.222608,280.16859,7965556.521,3196.435547,3569.397754
