OBJECTID,FID,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN,PCT90
278,277,2916,1005664.06,0,5917,5917,116.2517147,655.3903855,338990,294,0,57,3,67
279,278,2862,987040.6515,0,8266,8266,138.370021,632.9369667,396015,353,0,66,4,100
280,279,2916,1005664.06,0,2628,2628,43.97427984,211.0948086,128229,245,0,78,3,63
281,280,2916,1005664.06,0,3175,3175,77.86762689,275.0262582,227062,383,0,57,4,127
282,281,2916,1005664.06,0,1407,1407,40.41049383,140.3994737,117837,295,0,70,2,75
283,282,2916,1005664.06,0,2884,2884,73.85150892,286.2991751,215351,389,0,85,4,136
284,283,2916,1005664.06,0,5381,5381,19.33744856,174.3453835,56388,160,0,56,3,36
285,284,2916,1005664.06,0,2059,2059,49.83916324,238.1906387,145331,252,0,64,3,60
286,285,2862,987040.6515,0,64484,64484,544.5003494,5642.835647,1558360,263,0,58,2,65
287,286,2336,805634.8574,0,2415,2415,26.56421233,134.1429677,62054,206,0,55,2,47
288,287,2916,1005664.06,0,2676,2676,41.56721536,204.712001,121210,266,0,54,3,63
289,288,2916,1005664.06,0,232742,232742,2835.906379,25181.3146,8269503,342,0,44,3,111
290,289,2916,1005664.06,0,527,527,22.17695473,45.50944177,64668,216,0,96,4,67
291,290,2916,1005664.06,0,1501,1501,30.00754458,120.0231114,87502,240,0,56,2,57
292,291,2916,1005664.06,0,7392,7392,133.1608368,731.7424386,388297,255,0,52,5,63
293,292,2809,968762.121,0,577,577,16.51726593,40.68616445,46397,178,0,76,2,52
294,293,2916,1005664.06,0,2753,2753,42.218107,185.9148267,123108,282,0,54,3,70
295,294,2916,1005664.06,0,905,905,31.00274348,108.3073093,90404,224,0,56,4,50
296,295,2916,1005664.06,0,1213,1213,27.64814815,91.29354477,80622,239,0,77,3,58
